track_id,track_name,track_number,track_popularity,explicit,artist_name,artist_popularity,artist_followers,artist_genres,album_id,album_name,album_release_date,album_total_tracks,album_type,track_duration_min,release_year,track_group,primary_genre,genre_grouped,relative_track_position,release_decade,log_artist_followers,high_popularity
4uVML1MFsShK561usIGmX5,Trippin' On A Tuesday,1,1,False,Besomage,50.0,12548.0,Unknown,75KqbTS2Nkp8aiJGbs2nrh,Trippin' On A Tuesday,2024-05-30,1,single,1.94,2024,trippin' on a tuesday | besomage,Unknown,Unknown,1.0,2020s,9.437396260110308,0
3e7sxremeOE3wTySiOhGiP,Dusk Till Dawn (feat. Sia) - Radio Edit,29,81,False,ZAYN,77.0,24105967.0,Unknown,1DF9B2hfwX4EdgEFwGcRwh,Icarus Falls,2018-12-14,29,album,3.98,2018,dusk till dawn (feat. sia) - radio edit | zayn,Unknown,Unknown,1.0,2010s,16.997970002659205,1
6GvwPnXoM5HARQYcQvYkbU,"My Life is Going On - Alok, Jetlag Music, Hot-Q & Wadd Remix",2,3,False,Cecilia Krull,45.0,74230.0,Unknown,2MTyzjE1gqySm3kDUznUOk,My Life is Going On,2018-07-13,2,single,3.87,2018,"my life is going on - alok, jetlag music, hot-q & wadd remix | cecilia krull",Unknown,Unknown,1.0,2010s,11.214937131663044,0
60iSKGrGazRzICtMjADNSM,Hold Me While You Wait,3,76,False,Lewis Capaldi,79.0,14039018.0,soft pop,5658aM19fA3JVwTK6eQX70,Divinely Uninspired To A Hellish Extent,2019-05-17,12,album,3.43,2019,hold me while you wait | lewis capaldi,soft pop,soft pop,0.25,2010s,16.45735108232592,1
2HYFX63wP3otVIvopRS99Z,Houdini,1,75,True,Eminem,88.0,104517308.0,"rap, hip hop",6Xuu2z00jxRPZei4IJ9neK,Houdini,2024-05-31,1,single,3.79,2024,houdini | eminem,rap,rap,1.0,2020s,18.46486325201659,1
1Ym6aMuT5bliaZMC67AmPp,Cherry,4,72,True,Lana Del Rey,88.0,51773650.0,Unknown,7xYiTrbTL57QO0bb4hXIKo,Lust For Life,2017-07-21,16,album,3.02,2017,cherry | lana del rey,Unknown,Unknown,0.25,2010s,17.76239190986061,1
2RzJwBCXsS1VnjDm2jKKAa,I Believe I Can Fly,13,60,False,R. Kelly,66.0,2485444.0,r&b,4yRYsQZfQpzkoVWH2XCX66,R.,1998-11-08,29,album,5.34,1998,i believe i can fly | r. kelly,r&b,r&b,0.4482758620689655,1990s,14.725962275927632,0
3Q5b9lTrxvv6f8jLX4M6VJ,Amen,1,56,False,Shaboozey,75.0,1448613.0,Unknown,5Rqj746qniBVcnLT4QglB5,Amen,2025-04-24,1,single,3.29,2025,amen | shaboozey,Unknown,Unknown,1.0,2020s,14.186117795200321,0
0pyRdHecOfxavci3jGc84M,One Call,1,36,False,Nic Dean,41.0,30239.0,dark r&b,5VB5OFyoKgJtNiRe88mcMI,One Call,2024-11-29,2,single,2.27,2024,one call | nic dean,dark r&b,dark r&b,0.5,2020s,10.31692083029347,0
5rW7qTn83sCKtqBoneJs63,edamame,3,2,True,bbno$,77.0,2726883.0,Unknown,6iMshsixZe8oMteQdln5kp,eat ya veggies,2021-10-08,12,album,2.23,2021,edamame | bbno$,Unknown,Unknown,0.25,2020s,14.818670123335885,0
